"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP","gene_name","synonyms","gene_product","COG","regulator","uniprot","start","end","strand","essential","core_genome","iML1515","oxidizeME","DGF_strain","MS57","pseudogene","y_ome","k_eff","schmidt_prot_med","heckmann_prot_med","proteomics","p1k","p1k_ctrl_log_tpm","p1k_median_log_tpm","p1k_mad_log_tpm","in_iM","length"
"3153","b3355",4.77018367503906,7.29128334937531,0.376927140173195,6.39258203990193,6.41103930685368,6.15957895219918,6.66639620366215,0.506817251462978,6.89695507374016,3.89695119718939,-0.546922472969906,0,-0.527073000350256,0.90400014052345,0.384756691671305,"prkB","prkB;yhfF","putative phosphoribulokinase","Carbohydrate transport and metabolism","ppGpp","P0AEX5",3484490,3485359,"+","False","False","False","False","True","True","False","True","True",241,156,"True","True",6.3997095095,5.991627835,0.4096456950936,"False",870
"3154","b3356",6.06043148406241,11.1238068977503,0.617701683359984,7.99817938367734,7.94098363408538,7.64629638317894,8.27393420859411,0.627637825415172,6.895815291161,7.47054394526747,1.29666498279918,0,-0.256200349119708,0.873902032479692,0.655629342901853,"yhfA","yhfA","OsmC family protein","Post-translational modification, protein turnover,and chaperones","RpoD,ppGpp,Crp","P0ADX1",3485414,3485818,"-","False","False","False","False","True","True","False","True","True",400,387,"True","True",7.8895790355,7.501140243,0.519612101538599,"False",405
"3155","b3357",0,12.4254677167178,1.08558451716175,10.502781971315,10.5562559905866,10.3293807491206,10.8356180976657,0.506237348545088,6.8893757837815,73.7390684403199,-7.67592784768052,0.00605449041372351,0.202681744064963,0.882902773096782,1.11451143608652,"crp","crp;cap;csm","DNA-binding transcriptional dual regulator CRP","Transcription","RpoD,Crp,Cra,Fis,ppGpp","P0ACJ8",3486120,3486752,"+","False","False","False","False","True","True","False","False","True",2654,2328,"True","True",9.852476477,10.15967828,0.372761845092002,"True",633
"3156","b3358",0.607357162683139,7.33109197760504,0.833193560339019,5.41696042603002,5.4120090736677,5.11335929849049,5.92869566327452,0.815336364784033,6.88487265172912,10.035665422573,-1.77981849215072,0,-0.133569501495313,0.966763061834332,0.778260190526248,"yhfK","yhfK","putative transporter YhfK","Function unknown","","P45537",3486791,3488893,"+","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",5.419311452,5.048690186,0.638973312746999,"True",2103
"3157","b3359",2.64342415177916,10.5810061021645,1.40080929078472,7.89210502771064,8.20335210482427,7.15072187726521,8.90751684976402,1.7567949724988,6.88179301497516,3.39543831396753,-0.870874992085814,0,0.528132184483956,0.872677106300764,1.43996187650552,"argD","argD;dapC;dtu","N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase","Amino acid transport and metabolism","RpoD,PhoP,ArgR","P18335",3488960,3490180,"-","False","True","True","True","True","True","False","False","True",2295,2439,"True","True",8.266453691,7.819726959,1.18879860746621,"True",1221
"3158","b3360",2.45383452324814,8.03847729070577,0.726282315956832,5.16463243145591,5.16594064915644,4.78902090865704,5.54345357978982,0.754432671132775,6.88880174962333,5.09627578577364,0.273269081535109,0,-0.254928392593368,0.9812107085502,0.656901299428193,"pabA","pabA","aminodeoxychorismate synthase subunit 2","Amino acid transport and metabolism","RpoD,RpoS,ppGpp","P00903",3490266,3490829,"-","False","False","True","True","True","True","False","False","False",NA,NA,"False","True",4.3517200705,4.760790783,0.643427013495001,"True",564
"3159","b3361",2.72553104686973,10.4756868140081,1.36738768689184,6.02292291368919,6.04284149717266,5.01757707055075,6.93998067723092,1.92240360668017,6.87273723992326,3.05377804022181,0.217517251345762,0,0.444271146259651,0.923116540632191,1.35610083828121,"fic","fic","putative adenosine monophosphate--protein transferase Fic","Cell cycle control, cell division, chromosome partitioning","RpoS","P20605",3490861,3491463,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",5.904403091,5.662083427,1.5110540562348,"True",603
"3160","b3362",1.37706436204801,9.98519908785632,1.27554639728639,6.00012236553634,5.94919645226878,5.1780761964448,6.7370985747053,1.5590223782605,6.87598699255945,3.39723500373258,0.275326891380998,0,0.351119016339205,0.924427380947188,1.26294870836077,"yhfG","yhfG","DUF2559 domain-containing protein YhfG","Function unknown","RpoS","P0ADX5",3491453,3491620,"-","False","False","False","False","True","True","False","True","False",24,NA,"True","True",5.5153227855,5.559792248,1.351496135703,"True",168
"3161","b3363",1.93850804633256,8.99638573939847,0.667131039527207,7.67554566066155,7.82561979288146,7.41678318526468,8.12446023351688,0.707677048252203,6.89468023719129,9.70739394401343,-1.69855951619537,0,-0.203649077306777,0.870780116833985,0.708180614714784,"ppiA","ppiA;rot;rotA","peptidyl-prolyl cis-trans isomerase A","Post-translational modification, protein turnover,and chaperones","RpoD,YdhB,YqhC,Crp,CpxR,CytR","P0AFL3",3491725,3492297,"-","False","False","False","False","True","True","False","False","True",1725.5,508,"True","True",7.961044272,7.397209361,0.4861152482718,"True",573
"3162","b3364",0.90340589933717,8.99070826478783,1.38543479949503,5.13006828826307,5.27384207590514,4.25222271056449,6.08809015424949,1.83586744368501,6.85954107806986,2.9072642301091,-0.318822685804354,0,0.40252466838977,0.982910131105258,1.31435436041133,"tsgA","tsgA;gutS;yhfC;yhfH","putative transporter TsgA","Carbohydrate transport and metabolism","NsrR,ppGpp,OmpR","P60778",3492568,3493749,"+","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",5.310982482,4.855354854,1.4063534298618,"True",1182
"3163","b3365",0.792443113217918,12.3105734812308,2.71381703038451,4.38431199525637,3.34740434395582,2.30320277257777,5.9020097751433,3.59880700256554,6.72492904400221,2.90590926508693,1.03451238810315,0,1.70392970377742,1.00988732660709,2.61575939579898,"nirB","nirB","nitrite reductase catalytic subunit NirB","Energy production and conversion","RpoD,Crp,Cra,IHF,NarL,NarP,Fis,H-NS,Fnr,ryhB","P08201",3494011,3496554,"+","False","False","True","True","True","True","False","False","False",3,NA,"True","True",1.963933937,2.892088412,1.6615414536882,"True",2544
"3164","b3366",0,11.467942784394,2.46733309712417,3.36580091849146,2.49126000582724,1.64291508177456,4.41365317899715,2.77073809722258,6.6483661658486,3.41146441379748,1.13140047493117,0.0312815338042381,1.4992710664145,0.968062030709673,2.41110075843606,"nirD","nirD","nitrite reductase subunit NirD","Inorganic ion transport and metabolism","RpoD,Crp,Cra,IHF,NarL,NarP,Fis,H-NS,Fnr","P0A9I8",3496551,3496877,"+","False","False","True","True","True","True","False","False","False",5,NA,"True","True",1.2130024335,2.102734247,1.4498461457928,"True",327
"3165","b3367",0,10.3940007108642,1.75218852948683,4.02694938975993,3.71603754890815,2.93510430802283,4.5175227367958,1.58241842877297,6.80942890816726,4.22623707762192,1.09294775082779,0.00201816347124117,0.750177470200718,1.00201105928611,1.66200716222228,"nirC","nirC","nitrite transporter NirC","Inorganic ion transport and metabolism","RpoD,Crp,Cra,IHF,NarL,NarP,Fis,H-NS,Fnr","P0AC26",3497003,3497809,"+","False","False","True","True","True","True","False","False","False",NA,NA,"False","True",3.347778799,3.269093477,1.1918945451882,"True",807
"3166","b3368",4.53648956136227,9.04208180969558,0.557822219915393,6.18630483855473,6.10555256227285,5.8795511592596,6.30309542599895,0.423544266739354,6.89483142883909,8.01630543347539,1.76741012795958,0,-0.356524620457899,0.914346840373292,0.555305071563662,"cysG","cysG","siroheme synthase","Coenzyme transport and metabolism","RpoD,YcjW,Cra,Crp,NarP,NarL,Fis,IHF,H-NS,Fnr","P0AEA8",3497828,3499201,"+","False","False","True","True","True","True","False","False","True",41.5,181,"True","True",5.2652027,5.66626869021189,0.416914958820354,"False",1374
"3167","b3369",0,6.6473973142646,1.21323346395031,3.6972108250581,3.82894218595536,2.88635214964227,4.58666663038801,1.70031448074574,6.83474810377709,3.21576336100308,-0.461659027799715,0.0161453077699294,0.22807998422922,0.985153479721091,1.13990967625078,"yhfL","yhfL","DUF4223 domain-containing lipoprotein YhfL","Function unknown","Nac","P64627",3499448,3499615,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",2.015410264,3.315082004,1.2699345186948,"True",168
"3168","b3370",0,4.9887655378321,0.707863945921989,0.635000099154393,0.404753245599766,0.184737843329223,0.79681369884304,0.612075855513816,6.38090499572833,8.53760276053199,2.09598590948404,0.150353178607467,-0.0382500346766084,0.746113980598598,0.873579657344953,"frlA","frlA;yhfM","fructoselysine/psicoselysine transporter","Amino acid transport and metabolism","","P45539",3499910,3501247,"+","False","False","True","True","False","True","False","True","False",NA,NA,"False","True",0.314046924,0.292862688,0.3222096862656,"False",1338
"3169","b3371",0.568214338119376,6.12727937003437,0.708652984952349,2.55480122429222,2.49486607068738,2.12881704836008,2.82725897281814,0.698441924458067,6.86266069166133,7.17024225948869,1.38102661796038,0,-0.201256495618523,0.909909480570872,0.710573196403038,"frlB","frlB;yhfN","fructoselysine 6-phosphate deglycase","Cell wall/membrane/envelope biogenesis","","P0AC00",3501268,3502290,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",2.166819661,2.129073517,0.6345097126788,"False",1023
"3170","b3374",1.5527570435542,4.86589416292813,0.443555185917312,3.29151620625093,3.30147177485523,3.00562172695379,3.57850923432294,0.572887507369149,6.8894494123105,3.67859263141329,-0.203283699500998,0,-0.520598066589728,0.96415325250704,0.391231625431833,"frlD","frlD;yhfQ","fructoselysine 6-kinase","Nucleotide transport and metabolism","","P45543",3503167,3503952,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",2.8707901715,2.882290856,0.567002406818401,"False",786
"3171","b3375",4.39944709506166,7.47714642240649,0.367154754004598,5.90450156747734,5.94081696612179,5.67602508110738,6.16700573901133,0.490980657903954,6.89676988139969,3.61375894817126,-0.218763844403934,0,-0.5630913545909,0.930246108595498,0.348738337430661,"frlR","frlR;yhfR","putative DNA-binding transcriptional regulator FrlR","Transcription","RpoD","P45544",3504052,3504783,"+","False","False","False","False","False","True","False","True","False",16.5,NA,"True","True",5.995050901,5.432507395,0.506846487699029,"False",732
"3172","b3376",0.605300203132541,4.86697571603244,0.452188660776726,2.69893268113833,2.67205040116169,2.43209025453839,2.96257529806141,0.530485043523014,6.88454844946791,4.43400967020274,0.217859622508469,0,-0.469434822626381,0.921623483403107,0.44239486939518,"yhfS","yhfS","putative aminotransferase YhfS","Amino acid transport and metabolism","","P45545",3504935,3506020,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",2.0351064385,2.282977078,0.469305404332548,"False",1086
"3173","b3377",0.90120641632228,3.935976254949,0.381243564652072,2.42926463312878,2.42467498571808,2.19370261334935,2.65767585317782,0.463973239828477,6.88620370882991,3.98153583653352,0.0175871779364322,0,-0.518595865908603,0.899839430560675,0.393233826112958,"yhfT","yhfT","uncharacterized protein YhfT","Function unknown","","P45546",3506032,3507336,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.9189288955,2.055929147,0.4133819449452,"False",1305
"3174","b3378",0,4.73126774722751,0.655356143270087,2.65103629648747,2.69820235857363,2.24024772143938,3.07577941422944,0.835531692790059,6.86577673782477,3.43888348383884,-0.263450911173591,0.00201816347124117,-0.262376527138937,0.917732670409023,0.649453164882624,"yhfU","yhfU","DUF2620 domain-containing protein YhfU","Function unknown","YciT","P64631",3507348,3507701,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",2.164145232,2.286582887,0.670989422229001,"True",354
"3175","b3379",0,4.21294711630682,0.510391126949956,1.64217062578692,1.63473725955798,1.33203347924847,1.92951862795244,0.597485148703972,6.84810367424235,4.42342491444693,0.340399514528363,0.00403632694248234,-0.327705662825693,0.838096789775649,0.584124029195868,"php","php;yhfV","putative hydrolase","Function unknown","","P45548",3507712,3508590,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.510113238,1.3205157143289,0.466305495297171,"False",879
"3176","b3380",0,4.74851169435663,0.435302015332027,1.29395030795972,1.27751309122988,1.03158000639993,1.51852735622308,0.486947349823149,6.84203192738631,10.6294949650495,1.23631129800155,0.00605449041372351,-0.371318178808944,0.806620194140971,0.540511513212617,"yhfW","yhfW","putative mutase YhfW","Carbohydrate transport and metabolism","YfeC","P45549",3508587,3509813,"-","False","False","False","True","False","True","False","True","False",NA,NA,"False","True",1.07053201,1.014258438,0.361840791102,"False",1227
"3177","b3381",0,5.42085952462739,0.480861418961616,1.15605870640786,1.11682037190976,0.869800398207478,1.39412122841199,0.524320830204508,6.81471172719381,13.3050226565612,1.67313971304065,0.00908173562058527,-0.312967495695747,0.793828914657363,0.598862196325814,"yhfX","yhfX","putative PLP-binding protein YhfX","Amino acid transport and metabolism","","P45550",3509813,3510976,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",0.8537825115,0.87657753,0.360908168985,"False",1164
"3178","b3382",0.661834916554484,6.19855759780996,0.749521396527558,3.43504654452602,3.40557838169347,2.9949727221595,3.90434060571122,0.909367883551722,6.87390888815033,3.84930483293722,-0.0645783458893506,0,-0.221799987263512,0.97132138379107,0.690029704758049,"yhfY","yhfY","conserved protein YhfY","Function unknown","","P45551",3511060,3511422,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",3.158248651,2.975301363,0.6704554519782,"True",363
"3179","b3383",1.56079300829321,7.11780808058962,0.799129587037011,4.13838210772824,4.02361920661616,3.59701822583641,4.61681576180031,1.01979753596391,6.8802702954692,3.59989419511315,0.481559595580556,0,-0.207001334949029,1.00613092198604,0.704828357072532,"yhfZ","yhfZ","putative DNA-binding transcriptional regulator YhfZ","Transcription","ppGpp,Nac","P45552",3511439,3512344,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",3.660331007,3.590072577,0.734103926619001,"True",906
"3180","b3384",5.37093531316554,10.1346648554108,0.507552385553364,8.21208936029978,8.2373593508582,7.89083349621673,8.57205056512988,0.681217068913147,6.89678023194137,4.5375433448627,-0.512974957651731,0,-0.368388724436739,0.875941109990102,0.543440967584822,"trpS","trpS","tryptophan--tRNA ligase","Translation, ribosomal structure and biogenesis","RpoD,YbaQ","P00954",3512634,3513638,"-","True","True","False","True","True","True","False","False","True",1152.5,1478,"True","True",7.927721711,7.77587171244298,0.517634715579965,"True",1005
"3181","b3385",5.95350222601,8.90886674695967,0.416936146129331,7.72423150412362,7.76823244551148,7.45092283237495,8.01170300064647,0.560780168271521,6.8972418370482,3.70389118724881,-0.556862466082749,0,-0.45413746749605,0.871073613625381,0.457692224525511,"gph","gph;yhfE","phosphoglycolate phosphatase","Nucleotide transport and metabolism","RpoD","P32662",3513631,3514389,"-","False","False","True","True","True","True","False","False","True",493.5,382,"True","True",7.1604037605,7.30148845,0.457012014260951,"False",759
"3182","b3386",6.00050024453414,9.20504627914765,0.424177742050611,7.92249032178002,7.98394959380067,7.64536578173333,8.20719147689105,0.561825695157717,6.89726125942426,4.0834516174428,-0.719979231558219,0,-0.448846187299114,0.873023929349724,0.462983504722448,"rpe","rpe;dod;yhfD","ribulose-phosphate 3-epimerase","Nucleotide transport and metabolism","RpoD","P0AG07",3514382,3515059,"-","False","False","True","True","True","True","False","False","True",NA,752,"True","True",7.6903933935,7.512619399,0.4587932490582,"False",678
